respID,qID,altID,obsID,price,modelyear,powertrain,brand,Warranty,range,Mileage,ChargingStation,powertrain_Electric,powertrain_Gas,image
144,3,1,575,29000,4,Electric,Mercedes,No,200,11000,discounted,1,0,MB_EQ.jpg
144,3,2,575,40000,5,Gas,Nissan,No,100,11000,NA,0,1,Nissan_Gas.jpg
144,4,1,576,11000,1,Electric,Tesla,No,150,11000,discounted,1,0,Tesla_Model_3.jpg
144,4,2,576,40000,3,Gas,Nissan,Yes,150,15000,NA,0,1,Nissan_Gas.jpg
145,1,1,577,49000,2,Electric,Tesla,Yes,100,34000,paid,1,0,Tesla_Model_3.jpg
145,1,2,577,32000,4,Gas,Nissan,Yes,150,21000,NA,0,1,Nissan_Gas.jpg
145,2,1,578,43000,3,Electric,Nissan,Yes,250,36000,discounted,1,0,Nissan_Leaf.jpg
145,2,2,578,44000,4,Gas,Nissan,Yes,250,14000,NA,0,1,Nissan_Gas.jpg
145,3,1,579,45000,2,Electric,Nissan,No,200,26000,free,1,0,Nissan_Leaf.jpg
145,3,2,579,40000,3,Gas,Tesla,No,200,42000,NA,0,1,Tesla_Model_3.jpg
145,4,1,580,35000,1,Electric,Tesla,Yes,150,21000,paid,1,0,Tesla_Model_3.jpg
145,4,2,580,33000,5,Gas,Tesla,No,200,48000,NA,0,1,Tesla_Model_3.jpg
146,1,1,581,39000,4,Electric,Nissan,Yes,250,24000,paid,1,0,Nissan_Leaf.jpg
146,1,2,581,18000,1,Gas,Nissan,Yes,250,38000,NA,0,1,Nissan_Gas.jpg
146,2,1,582,35000,3,Electric,Nissan,No,250,32000,paid,1,0,Nissan_Leaf.jpg
146,2,2,582,19000,1,Gas,Nissan,No,150,13000,NA,0,1,Nissan_Gas.jpg
146,3,1,583,34000,1,Electric,Nissan,No,150,20000,paid,1,0,Nissan_Leaf.jpg
146,3,2,583,37000,3,Gas,Tesla,Yes,100,37000,NA,0,1,Tesla_Model_3.jpg
146,4,1,584,25000,5,Electric,Mercedes,Yes,100,27000,paid,1,0,MB_EQ.jpg
146,4,2,584,37000,3,Gas,Nissan,Yes,150,36000,NA,0,1,Nissan_Gas.jpg
147,1,1,585,6000,4,Electric,Nissan,No,200,24000,paid,1,0,Nissan_Leaf.jpg
147,1,2,585,39000,2,Gas,Tesla,Yes,150,40000,NA,0,1,Tesla_Model_3.jpg
147,2,1,586,25000,4,Electric,Nissan,No,250,31000,discounted,1,0,Nissan_Leaf.jpg
147,2,2,586,45000,1,Gas,Nissan,Yes,150,12000,NA,0,1,Nissan_Gas.jpg
147,3,1,587,42000,3,Electric,Tesla,No,200,10000,free,1,0,Tesla_Model_3.jpg
147,3,2,587,26000,1,Gas,Mercedes,Yes,250,50000,NA,0,1,MB_C300.jpg
147,4,1,588,20000,2,Electric,Tesla,Yes,150,45000,paid,1,0,Tesla_Model_3.jpg
147,4,2,588,39000,4,Gas,Mercedes,Yes,150,47000,NA,0,1,MB_C300.jpg
148,1,1,589,35000,2,Electric,Mercedes,No,100,9000,paid,1,0,MB_EQ.jpg
148,1,2,589,48000,3,Gas,Tesla,No,200,48000,NA,0,1,Tesla_Model_3.jpg
148,2,1,590,36000,4,Electric,Tesla,Yes,200,27000,free,1,0,Tesla_Model_3.jpg
148,2,2,590,40000,3,Gas,Tesla,Yes,250,46000,NA,0,1,Tesla_Model_3.jpg
148,3,1,591,40000,4,Electric,Tesla,No,150,16000,discounted,1,0,Tesla_Model_3.jpg
148,3,2,591,9000,5,Gas,Nissan,No,150,46000,NA,0,1,Nissan_Gas.jpg
148,4,1,592,11000,2,Electric,Mercedes,No,100,30000,discounted,1,0,MB_EQ.jpg
148,4,2,592,17000,5,Gas,Tesla,Yes,250,21000,NA,0,1,Tesla_Model_3.jpg
149,1,1,593,27000,3,Electric,Mercedes,Yes,150,27000,discounted,1,0,MB_EQ.jpg
149,1,2,593,15000,5,Gas,Mercedes,No,100,10000,NA,0,1,MB_C300.jpg
149,2,1,594,40000,5,Electric,Nissan,No,200,28000,free,1,0,Nissan_Leaf.jpg
149,2,2,594,35000,2,Gas,Tesla,No,150,21000,NA,0,1,Tesla_Model_3.jpg
149,3,1,595,23000,3,Electric,Nissan,No,250,27000,discounted,1,0,Nissan_Leaf.jpg
149,3,2,595,44000,5,Gas,Mercedes,Yes,200,25000,NA,0,1,MB_C300.jpg
149,4,1,596,21000,5,Electric,Tesla,No,200,41000,paid,1,0,Tesla_Model_3.jpg
149,4,2,596,18000,2,Gas,Nissan,Yes,250,37000,NA,0,1,Nissan_Gas.jpg
150,1,1,597,46000,3,Electric,Mercedes,Yes,150,12000,paid,1,0,MB_EQ.jpg
150,1,2,597,35000,5,Gas,Nissan,No,150,14000,NA,0,1,Nissan_Gas.jpg
150,2,1,598,11000,3,Electric,Tesla,No,100,42000,free,1,0,Tesla_Model_3.jpg
150,2,2,598,5000,1,Gas,Mercedes,Yes,150,7000,NA,0,1,MB_C300.jpg
150,3,1,599,46000,1,Electric,Tesla,No,200,31000,paid,1,0,Tesla_Model_3.jpg
150,3,2,599,49000,1,Gas,Tesla,Yes,200,43000,NA,0,1,Tesla_Model_3.jpg
150,4,1,600,31000,3,Electric,Mercedes,Yes,100,33000,free,1,0,MB_EQ.jpg
150,4,2,600,19000,2,Gas,Tesla,Yes,250,35000,NA,0,1,Tesla_Model_3.jpg
151,1,1,601,7000,5,Electric,Tesla,No,150,47000,discounted,1,0,Tesla_Model_3.jpg
151,1,2,601,26000,3,Gas,Tesla,No,100,32000,NA,0,1,Tesla_Model_3.jpg
151,2,1,602,22000,2,Electric,Tesla,Yes,100,17000,paid,1,0,Tesla_Model_3.jpg
151,2,2,602,46000,4,Gas,Nissan,No,150,25000,NA,0,1,Nissan_Gas.jpg
151,3,1,603,5000,4,Electric,Mercedes,Yes,200,24000,paid,1,0,MB_EQ.jpg
151,3,2,603,15000,2,Gas,Nissan,Yes,200,44000,NA,0,1,Nissan_Gas.jpg
151,4,1,604,37000,5,Electric,Nissan,Yes,100,21000,paid,1,0,Nissan_Leaf.jpg
151,4,2,604,39000,5,Gas,Mercedes,No,250,13000,NA,0,1,MB_C300.jpg
152,1,1,605,5000,2,Electric,Tesla,No,100,13000,free,1,0,Tesla_Model_3.jpg
152,1,2,605,24000,1,Gas,Tesla,Yes,100,32000,NA,0,1,Tesla_Model_3.jpg
152,2,1,606,49000,1,Electric,Mercedes,No,100,19000,paid,1,0,MB_EQ.jpg
152,2,2,606,9000,1,Gas,Mercedes,No,250,19000,NA,0,1,MB_C300.jpg
152,3,1,607,19000,1,Electric,Tesla,No,100,39000,free,1,0,Tesla_Model_3.jpg
152,3,2,607,12000,5,Gas,Mercedes,Yes,200,24000,NA,0,1,MB_C300.jpg
152,4,1,608,23000,3,Electric,Mercedes,No,200,16000,discounted,1,0,MB_EQ.jpg
152,4,2,608,36000,1,Gas,Mercedes,Yes,100,15000,NA,0,1,MB_C300.jpg
153,1,1,609,43000,4,Electric,Nissan,Yes,150,34000,free,1,0,Nissan_Leaf.jpg
153,1,2,609,38000,2,Gas,Mercedes,No,200,43000,NA,0,1,MB_C300.jpg
153,2,1,610,42000,5,Electric,Tesla,Yes,250,29000,paid,1,0,Tesla_Model_3.jpg
153,2,2,610,18000,2,Gas,Nissan,No,100,23000,NA,0,1,Nissan_Gas.jpg
153,3,1,611,37000,5,Electric,Tesla,Yes,200,37000,free,1,0,Tesla_Model_3.jpg
153,3,2,611,37000,4,Gas,Mercedes,Yes,150,19000,NA,0,1,MB_C300.jpg
153,4,1,612,48000,2,Electric,Tesla,Yes,200,11000,discounted,1,0,Tesla_Model_3.jpg
153,4,2,612,9000,1,Gas,Mercedes,No,100,45000,NA,0,1,MB_C300.jpg
154,1,1,613,41000,4,Electric,Tesla,No,200,17000,free,1,0,Tesla_Model_3.jpg
154,1,2,613,15000,3,Gas,Tesla,No,100,35000,NA,0,1,Tesla_Model_3.jpg
154,2,1,614,24000,1,Electric,Mercedes,No,150,18000,paid,1,0,MB_EQ.jpg
154,2,2,614,34000,2,Gas,Nissan,Yes,250,11000,NA,0,1,Nissan_Gas.jpg
154,3,1,615,42000,4,Electric,Tesla,Yes,200,42000,discounted,1,0,Tesla_Model_3.jpg
154,3,2,615,30000,2,Gas,Nissan,Yes,100,41000,NA,0,1,Nissan_Gas.jpg
154,4,1,616,46000,5,Electric,Nissan,No,200,38000,free,1,0,Nissan_Leaf.jpg
154,4,2,616,46000,2,Gas,Nissan,No,150,11000,NA,0,1,Nissan_Gas.jpg
155,1,1,617,11000,3,Electric,Tesla,Yes,200,41000,paid,1,0,Tesla_Model_3.jpg
155,1,2,617,39000,3,Gas,Mercedes,Yes,200,16000,NA,0,1,MB_C300.jpg
155,2,1,618,24000,4,Electric,Tesla,No,100,9000,paid,1,0,Tesla_Model_3.jpg
155,2,2,618,27000,2,Gas,Tesla,No,250,8000,NA,0,1,Tesla_Model_3.jpg
155,3,1,619,6000,4,Electric,Mercedes,No,250,12000,discounted,1,0,MB_EQ.jpg
155,3,2,619,21000,4,Gas,Tesla,Yes,150,20000,NA,0,1,Tesla_Model_3.jpg
155,4,1,620,8000,4,Electric,Tesla,No,100,6000,paid,1,0,Tesla_Model_3.jpg
155,4,2,620,7000,2,Gas,Nissan,Yes,250,43000,NA,0,1,Nissan_Gas.jpg
156,1,1,621,10000,5,Electric,Tesla,Yes,150,29000,free,1,0,Tesla_Model_3.jpg
156,1,2,621,45000,2,Gas,Nissan,Yes,150,35000,NA,0,1,Nissan_Gas.jpg
156,2,1,622,40000,1,Electric,Tesla,No,200,7000,free,1,0,Tesla_Model_3.jpg
156,2,2,622,27000,1,Gas,Nissan,No,200,26000,NA,0,1,Nissan_Gas.jpg
156,3,1,623,18000,1,Electric,Nissan,Yes,200,18000,paid,1,0,Nissan_Leaf.jpg
156,3,2,623,39000,2,Gas,Mercedes,No,250,9000,NA,0,1,MB_C300.jpg
156,4,1,624,10000,4,Electric,Mercedes,No,150,25000,paid,1,0,MB_EQ.jpg
156,4,2,624,26000,4,Gas,Tesla,No,200,47000,NA,0,1,Tesla_Model_3.jpg
157,1,1,625,25000,5,Electric,Mercedes,No,150,34000,free,1,0,MB_EQ.jpg
157,1,2,625,43000,4,Gas,Tesla,Yes,200,18000,NA,0,1,Tesla_Model_3.jpg
157,2,1,626,12000,1,Electric,Mercedes,Yes,250,10000,free,1,0,MB_EQ.jpg
157,2,2,626,40000,3,Gas,Mercedes,Yes,250,50000,NA,0,1,MB_C300.jpg
157,3,1,627,37000,2,Electric,Mercedes,No,200,9000,free,1,0,MB_EQ.jpg
157,3,2,627,16000,1,Gas,Nissan,No,200,26000,NA,0,1,Nissan_Gas.jpg
157,4,1,628,39000,2,Electric,Nissan,No,250,46000,discounted,1,0,Nissan_Leaf.jpg
157,4,2,628,25000,2,Gas,Mercedes,Yes,200,22000,NA,0,1,MB_C300.jpg
158,1,1,629,17000,5,Electric,Mercedes,No,200,42000,discounted,1,0,MB_EQ.jpg
158,1,2,629,24000,5,Gas,Nissan,Yes,100,41000,NA,0,1,Nissan_Gas.jpg
158,2,1,630,7000,2,Electric,Tesla,No,250,6000,paid,1,0,Tesla_Model_3.jpg
158,2,2,630,14000,5,Gas,Mercedes,Yes,100,8000,NA,0,1,MB_C300.jpg
158,3,1,631,35000,2,Electric,Nissan,No,150,30000,paid,1,0,Nissan_Leaf.jpg
158,3,2,631,50000,5,Gas,Mercedes,No,250,40000,NA,0,1,MB_C300.jpg
158,4,1,632,9000,4,Electric,Mercedes,No,250,29000,paid,1,0,MB_EQ.jpg
158,4,2,632,49000,2,Gas,Tesla,No,150,12000,NA,0,1,Tesla_Model_3.jpg
159,1,1,633,30000,1,Electric,Tesla,No,150,6000,paid,1,0,Tesla_Model_3.jpg
159,1,2,633,48000,5,Gas,Nissan,Yes,100,49000,NA,0,1,Nissan_Gas.jpg
159,2,1,634,23000,2,Electric,Tesla,Yes,250,25000,paid,1,0,Tesla_Model_3.jpg
159,2,2,634,34000,4,Gas,Tesla,Yes,150,20000,NA,0,1,Tesla_Model_3.jpg
159,3,1,635,24000,3,Electric,Mercedes,Yes,200,8000,paid,1,0,MB_EQ.jpg
159,3,2,635,28000,4,Gas,Mercedes,Yes,150,14000,NA,0,1,MB_C300.jpg
159,4,1,636,24000,1,Electric,Nissan,Yes,200,22000,paid,1,0,Nissan_Leaf.jpg
159,4,2,636,44000,1,Gas,Tesla,Yes,250,49000,NA,0,1,Tesla_Model_3.jpg
160,1,1,637,23000,2,Electric,Nissan,No,200,10000,paid,1,0,Nissan_Leaf.jpg
160,1,2,637,40000,1,Gas,Tesla,No,250,14000,NA,0,1,Tesla_Model_3.jpg
160,2,1,638,25000,1,Electric,Mercedes,No,250,40000,free,1,0,MB_EQ.jpg
160,2,2,638,19000,1,Gas,Tesla,No,100,21000,NA,0,1,Tesla_Model_3.jpg
160,3,1,639,10000,1,Electric,Mercedes,No,150,11000,discounted,1,0,MB_EQ.jpg
160,3,2,639,6000,5,Gas,Tesla,No,200,23000,NA,0,1,Tesla_Model_3.jpg
160,4,1,640,25000,4,Electric,Tesla,No,200,30000,paid,1,0,Tesla_Model_3.jpg
160,4,2,640,19000,1,Gas,Tesla,No,200,9000,NA,0,1,Tesla_Model_3.jpg
161,1,1,641,30000,3,Electric,Nissan,Yes,150,5000,discounted,1,0,Nissan_Leaf.jpg
161,1,2,641,30000,3,Gas,Tesla,Yes,200,36000,NA,0,1,Tesla_Model_3.jpg
161,2,1,642,48000,2,Electric,Mercedes,No,100,47000,free,1,0,MB_EQ.jpg
161,2,2,642,29000,2,Gas,Mercedes,No,100,39000,NA,0,1,MB_C300.jpg
161,3,1,643,26000,1,Electric,Nissan,No,150,31000,free,1,0,Nissan_Leaf.jpg
161,3,2,643,18000,2,Gas,Mercedes,Yes,150,13000,NA,0,1,MB_C300.jpg
161,4,1,644,22000,3,Electric,Nissan,No,100,29000,free,1,0,Nissan_Leaf.jpg
161,4,2,644,12000,4,Gas,Nissan,No,250,5000,NA,0,1,Nissan_Gas.jpg
162,1,1,645,16000,3,Electric,Nissan,No,200,45000,discounted,1,0,Nissan_Leaf.jpg
162,1,2,645,40000,4,Gas,Nissan,No,250,21000,NA,0,1,Nissan_Gas.jpg
162,2,1,646,48000,2,Electric,Tesla,No,150,46000,paid,1,0,Tesla_Model_3.jpg
162,2,2,646,28000,5,Gas,Mercedes,Yes,250,7000,NA,0,1,MB_C300.jpg
162,3,1,647,24000,1,Electric,Tesla,Yes,150,10000,discounted,1,0,Tesla_Model_3.jpg
162,3,2,647,39000,2,Gas,Tesla,No,200,9000,NA,0,1,Tesla_Model_3.jpg
162,4,1,648,8000,3,Electric,Mercedes,No,100,14000,discounted,1,0,MB_EQ.jpg
162,4,2,648,49000,2,Gas,Nissan,No,250,44000,NA,0,1,Nissan_Gas.jpg
163,1,1,649,46000,1,Electric,Mercedes,No,150,14000,paid,1,0,MB_EQ.jpg
163,1,2,649,47000,2,Gas,Tesla,No,250,40000,NA,0,1,Tesla_Model_3.jpg
163,2,1,650,41000,3,Electric,Tesla,No,250,35000,discounted,1,0,Tesla_Model_3.jpg
163,2,2,650,10000,4,Gas,Mercedes,Yes,150,16000,NA,0,1,MB_C300.jpg
163,3,1,651,33000,3,Electric,Tesla,Yes,150,22000,discounted,1,0,Tesla_Model_3.jpg
163,3,2,651,10000,1,Gas,Nissan,No,200,21000,NA,0,1,Nissan_Gas.jpg
163,4,1,652,38000,1,Electric,Tesla,No,250,15000,paid,1,0,Tesla_Model_3.jpg
163,4,2,652,31000,3,Gas,Tesla,Yes,150,25000,NA,0,1,Tesla_Model_3.jpg
164,1,1,653,33000,4,Electric,Tesla,No,200,27000,paid,1,0,Tesla_Model_3.jpg
164,1,2,653,33000,2,Gas,Nissan,No,250,10000,NA,0,1,Nissan_Gas.jpg
164,2,1,654,16000,3,Electric,Nissan,No,150,13000,paid,1,0,Nissan_Leaf.jpg
164,2,2,654,48000,2,Gas,Tesla,No,150,40000,NA,0,1,Tesla_Model_3.jpg
164,3,1,655,32000,3,Electric,Tesla,No,150,6000,free,1,0,Tesla_Model_3.jpg
164,3,2,655,22000,4,Gas,Tesla,No,150,41000,NA,0,1,Tesla_Model_3.jpg
164,4,1,656,29000,4,Electric,Nissan,No,100,20000,paid,1,0,Nissan_Leaf.jpg
164,4,2,656,21000,5,Gas,Nissan,No,150,14000,NA,0,1,Nissan_Gas.jpg
165,1,1,657,26000,4,Electric,Mercedes,No,200,16000,discounted,1,0,MB_EQ.jpg
165,1,2,657,36000,4,Gas,Tesla,No,100,19000,NA,0,1,Tesla_Model_3.jpg
165,2,1,658,27000,5,Electric,Tesla,No,250,45000,free,1,0,Tesla_Model_3.jpg
165,2,2,658,16000,3,Gas,Tesla,Yes,250,47000,NA,0,1,Tesla_Model_3.jpg
165,3,1,659,42000,4,Electric,Nissan,No,150,21000,discounted,1,0,Nissan_Leaf.jpg
165,3,2,659,33000,1,Gas,Mercedes,No,200,31000,NA,0,1,MB_C300.jpg
165,4,1,660,30000,2,Electric,Mercedes,No,200,41000,paid,1,0,MB_EQ.jpg
165,4,2,660,16000,5,Gas,Nissan,No,200,23000,NA,0,1,Nissan_Gas.jpg
166,1,1,661,49000,2,Electric,Tesla,Yes,150,10000,discounted,1,0,Tesla_Model_3.jpg
166,1,2,661,35000,1,Gas,Mercedes,No,150,17000,NA,0,1,MB_C300.jpg
166,2,1,662,34000,5,Electric,Tesla,No,150,34000,paid,1,0,Tesla_Model_3.jpg
166,2,2,662,18000,4,Gas,Nissan,Yes,250,29000,NA,0,1,Nissan_Gas.jpg
166,3,1,663,36000,5,Electric,Mercedes,No,250,49000,discounted,1,0,MB_EQ.jpg
166,3,2,663,38000,5,Gas,Tesla,Yes,200,39000,NA,0,1,Tesla_Model_3.jpg
166,4,1,664,24000,5,Electric,Mercedes,Yes,250,33000,discounted,1,0,MB_EQ.jpg
166,4,2,664,39000,1,Gas,Nissan,Yes,100,40000,NA,0,1,Nissan_Gas.jpg
167,1,1,665,14000,4,Electric,Nissan,Yes,150,23000,paid,1,0,Nissan_Leaf.jpg
167,1,2,665,10000,2,Gas,Nissan,No,250,45000,NA,0,1,Nissan_Gas.jpg
167,2,1,666,27000,4,Electric,Tesla,No,200,10000,discounted,1,0,Tesla_Model_3.jpg
167,2,2,666,21000,4,Gas,Tesla,Yes,150,47000,NA,0,1,Tesla_Model_3.jpg
167,3,1,667,44000,5,Electric,Nissan,Yes,100,16000,paid,1,0,Nissan_Leaf.jpg
167,3,2,667,33000,1,Gas,Tesla,Yes,150,34000,NA,0,1,Tesla_Model_3.jpg
167,4,1,668,32000,1,Electric,Mercedes,Yes,250,15000,paid,1,0,MB_EQ.jpg
167,4,2,668,15000,3,Gas,Mercedes,Yes,150,49000,NA,0,1,MB_C300.jpg
168,1,1,669,30000,2,Electric,Mercedes,No,250,37000,discounted,1,0,MB_EQ.jpg
168,1,2,669,28000,1,Gas,Nissan,Yes,250,26000,NA,0,1,Nissan_Gas.jpg
168,2,1,670,11000,4,Electric,Mercedes,Yes,150,35000,free,1,0,MB_EQ.jpg
168,2,2,670,39000,4,Gas,Nissan,No,250,36000,NA,0,1,Nissan_Gas.jpg
168,3,1,671,28000,2,Electric,Nissan,No,150,17000,discounted,1,0,Nissan_Leaf.jpg
168,3,2,671,32000,5,Gas,Tesla,Yes,100,8000,NA,0,1,Tesla_Model_3.jpg
168,4,1,672,45000,2,Electric,Mercedes,No,100,33000,paid,1,0,MB_EQ.jpg
168,4,2,672,41000,4,Gas,Tesla,Yes,250,48000,NA,0,1,Tesla_Model_3.jpg
169,1,1,673,27000,5,Electric,Mercedes,Yes,250,23000,paid,1,0,MB_EQ.jpg
169,1,2,673,24000,2,Gas,Tesla,No,100,48000,NA,0,1,Tesla_Model_3.jpg
169,2,1,674,34000,2,Electric,Tesla,Yes,200,47000,discounted,1,0,Tesla_Model_3.jpg
169,2,2,674,5000,1,Gas,Mercedes,No,150,29000,NA,0,1,MB_C300.jpg
169,3,1,675,36000,4,Electric,Mercedes,Yes,250,22000,free,1,0,MB_EQ.jpg
169,3,2,675,19000,3,Gas,Tesla,Yes,250,41000,NA,0,1,Tesla_Model_3.jpg
169,4,1,676,33000,3,Electric,Nissan,Yes,150,49000,discounted,1,0,Nissan_Leaf.jpg
169,4,2,676,44000,5,Gas,Mercedes,No,250,9000,NA,0,1,MB_C300.jpg
170,1,1,677,20000,1,Electric,Nissan,Yes,100,24000,paid,1,0,Nissan_Leaf.jpg
170,1,2,677,19000,1,Gas,Nissan,Yes,100,27000,NA,0,1,Nissan_Gas.jpg
170,2,1,678,40000,5,Electric,Mercedes,Yes,200,27000,discounted,1,0,MB_EQ.jpg
170,2,2,678,18000,2,Gas,Mercedes,Yes,150,8000,NA,0,1,MB_C300.jpg
170,3,1,679,38000,3,Electric,Tesla,No,150,36000,discounted,1,0,Tesla_Model_3.jpg
170,3,2,679,17000,5,Gas,Mercedes,No,100,9000,NA,0,1,MB_C300.jpg
170,4,1,680,30000,1,Electric,Nissan,No,100,42000,discounted,1,0,Nissan_Leaf.jpg
170,4,2,680,43000,4,Gas,Tesla,Yes,100,14000,NA,0,1,Tesla_Model_3.jpg
171,1,1,681,8000,2,Electric,Nissan,No,200,11000,free,1,0,Nissan_Leaf.jpg
171,1,2,681,18000,2,Gas,Nissan,Yes,150,41000,NA,0,1,Nissan_Gas.jpg
171,2,1,682,6000,1,Electric,Mercedes,No,250,37000,paid,1,0,MB_EQ.jpg
171,2,2,682,25000,3,Gas,Mercedes,No,150,48000,NA,0,1,MB_C300.jpg
171,3,1,683,7000,3,Electric,Nissan,No,150,12000,paid,1,0,Nissan_Leaf.jpg
171,3,2,683,13000,4,Gas,Tesla,Yes,250,12000,NA,0,1,Tesla_Model_3.jpg
171,4,1,684,26000,4,Electric,Tesla,No,150,19000,free,1,0,Tesla_Model_3.jpg
171,4,2,684,39000,3,Gas,Mercedes,No,150,34000,NA,0,1,MB_C300.jpg
172,1,1,685,38000,5,Electric,Tesla,No,200,14000,free,1,0,Tesla_Model_3.jpg
172,1,2,685,37000,3,Gas,Nissan,Yes,100,40000,NA,0,1,Nissan_Gas.jpg
172,2,1,686,33000,2,Electric,Tesla,Yes,200,50000,free,1,0,Tesla_Model_3.jpg
172,2,2,686,33000,2,Gas,Nissan,No,250,21000,NA,0,1,Nissan_Gas.jpg
172,3,1,687,41000,4,Electric,Nissan,No,200,47000,paid,1,0,Nissan_Leaf.jpg
172,3,2,687,40000,4,Gas,Nissan,No,250,12000,NA,0,1,Nissan_Gas.jpg
172,4,1,688,10000,5,Electric,Mercedes,No,100,39000,discounted,1,0,MB_EQ.jpg
172,4,2,688,30000,3,Gas,Nissan,Yes,100,50000,NA,0,1,Nissan_Gas.jpg
173,1,1,689,11000,3,Electric,Mercedes,No,200,22000,discounted,1,0,MB_EQ.jpg
173,1,2,689,40000,4,Gas,Tesla,No,200,34000,NA,0,1,Tesla_Model_3.jpg
173,2,1,690,23000,5,Electric,Mercedes,No,150,46000,free,1,0,MB_EQ.jpg
173,2,2,690,37000,4,Gas,Nissan,No,150,35000,NA,0,1,Nissan_Gas.jpg
173,3,1,691,34000,3,Electric,Tesla,Yes,200,39000,free,1,0,Tesla_Model_3.jpg
173,3,2,691,42000,3,Gas,Tesla,No,150,16000,NA,0,1,Tesla_Model_3.jpg
173,4,1,692,38000,5,Electric,Mercedes,No,100,25000,paid,1,0,MB_EQ.jpg
173,4,2,692,33000,3,Gas,Mercedes,Yes,250,46000,NA,0,1,MB_C300.jpg
174,1,1,693,25000,2,Electric,Nissan,No,200,22000,paid,1,0,Nissan_Leaf.jpg
174,1,2,693,23000,3,Gas,Mercedes,No,250,12000,NA,0,1,MB_C300.jpg
174,2,1,694,24000,3,Electric,Nissan,No,100,25000,paid,1,0,Nissan_Leaf.jpg
174,2,2,694,40000,2,Gas,Tesla,No,100,21000,NA,0,1,Tesla_Model_3.jpg
174,3,1,695,26000,5,Electric,Mercedes,No,250,14000,paid,1,0,MB_EQ.jpg
174,3,2,695,8000,3,Gas,Tesla,No,150,24000,NA,0,1,Tesla_Model_3.jpg
174,4,1,696,35000,1,Electric,Tesla,Yes,250,37000,discounted,1,0,Tesla_Model_3.jpg
174,4,2,696,41000,5,Gas,Mercedes,No,100,44000,NA,0,1,MB_C300.jpg
175,1,1,697,47000,2,Electric,Nissan,Yes,100,19000,paid,1,0,Nissan_Leaf.jpg
175,1,2,697,32000,1,Gas,Nissan,Yes,150,38000,NA,0,1,Nissan_Gas.jpg
175,2,1,698,25000,3,Electric,Nissan,Yes,250,36000,free,1,0,Nissan_Leaf.jpg
175,2,2,698,17000,5,Gas,Nissan,No,100,5000,NA,0,1,Nissan_Gas.jpg
175,3,1,699,49000,2,Electric,Mercedes,No,200,9000,free,1,0,MB_EQ.jpg
175,3,2,699,44000,3,Gas,Nissan,Yes,200,37000,NA,0,1,Nissan_Gas.jpg
175,4,1,700,40000,4,Electric,Mercedes,No,150,38000,paid,1,0,MB_EQ.jpg
175,4,2,700,14000,3,Gas,Mercedes,Yes,100,17000,NA,0,1,MB_C300.jpg
176,1,1,701,37000,2,Electric,Mercedes,Yes,150,21000,paid,1,0,MB_EQ.jpg
176,1,2,701,30000,4,Gas,Mercedes,No,150,21000,NA,0,1,MB_C300.jpg
176,2,1,702,40000,2,Electric,Nissan,Yes,150,33000,paid,1,0,Nissan_Leaf.jpg
176,2,2,702,27000,2,Gas,Nissan,Yes,100,40000,NA,0,1,Nissan_Gas.jpg
176,3,1,703,38000,5,Electric,Nissan,No,100,50000,paid,1,0,Nissan_Leaf.jpg
176,3,2,703,5000,2,Gas,Mercedes,Yes,250,29000,NA,0,1,MB_C300.jpg
176,4,1,704,28000,1,Electric,Nissan,Yes,150,14000,free,1,0,Nissan_Leaf.jpg
176,4,2,704,50000,5,Gas,Nissan,Yes,100,45000,NA,0,1,Nissan_Gas.jpg
177,1,1,705,36000,1,Electric,Mercedes,Yes,250,9000,discounted,1,0,MB_EQ.jpg
177,1,2,705,18000,5,Gas,Nissan,Yes,250,10000,NA,0,1,Nissan_Gas.jpg
177,2,1,706,19000,5,Electric,Tesla,No,150,14000,discounted,1,0,Tesla_Model_3.jpg
177,2,2,706,31000,4,Gas,Mercedes,No,100,50000,NA,0,1,MB_C300.jpg
177,3,1,707,18000,5,Electric,Mercedes,Yes,200,23000,free,1,0,MB_EQ.jpg
177,3,2,707,24000,2,Gas,Mercedes,Yes,200,38000,NA,0,1,MB_C300.jpg
177,4,1,708,19000,4,Electric,Mercedes,No,250,17000,paid,1,0,MB_EQ.jpg
177,4,2,708,45000,3,Gas,Nissan,No,100,22000,NA,0,1,Nissan_Gas.jpg
178,1,1,709,47000,4,Electric,Tesla,No,150,10000,discounted,1,0,Tesla_Model_3.jpg
178,1,2,709,35000,1,Gas,Tesla,Yes,200,23000,NA,0,1,Tesla_Model_3.jpg
178,2,1,710,49000,1,Electric,Mercedes,Yes,150,34000,paid,1,0,MB_EQ.jpg
178,2,2,710,7000,3,Gas,Mercedes,No,250,16000,NA,0,1,MB_C300.jpg
178,3,1,711,32000,2,Electric,Nissan,No,150,44000,paid,1,0,Nissan_Leaf.jpg
178,3,2,711,21000,5,Gas,Nissan,No,200,21000,NA,0,1,Nissan_Gas.jpg
178,4,1,712,46000,2,Electric,Tesla,No,250,29000,paid,1,0,Tesla_Model_3.jpg
178,4,2,712,10000,1,Gas,Mercedes,No,150,11000,NA,0,1,MB_C300.jpg
179,1,1,713,17000,5,Electric,Tesla,No,250,38000,free,1,0,Tesla_Model_3.jpg
179,1,2,713,34000,1,Gas,Tesla,Yes,250,22000,NA,0,1,Tesla_Model_3.jpg
179,2,1,714,44000,2,Electric,Mercedes,Yes,200,26000,paid,1,0,MB_EQ.jpg
