respID,qID,altID,obsID,price,fuelEconomy,modelyear,powertrain,Warranty,range,Mileage,ChargingStation,powertrain_Electric,powertrain_Gas
1125,1,1,4497,50000,35,2016,Gas,Yes,0,30000,No Promotion,0,1
1125,1,2,4497,15000,30,2018,Gas,Yes,0,45000,No Promotion,0,1
1125,1,3,4497,35000,35,2016,Gas,Yes,0,50000,No Promotion,0,1
1125,2,1,4498,40000,35,2017,Gas,No,0,30000,No Promotion,0,1
1125,2,2,4498,40000,20,2016,Gas,Yes,0,25000,No Promotion,0,1
1125,2,3,4498,35000,0,2017,Electric,Yes,200,15000,Discounted,1,0
1125,3,1,4499,45000,0,2015,Electric,Yes,150,45000,No Promotion,1,0
1125,3,2,4499,45000,0,2019,Electric,Yes,200,25000,Free,1,0
1125,3,3,4499,15000,0,2019,Electric,Yes,100,30000,No Promotion,1,0
1125,4,1,4500,45000,0,2019,Electric,Yes,150,30000,Discounted,1,0
1125,4,2,4500,10000,30,2020,Gas,Yes,0,15000,No Promotion,0,1
1125,4,3,4500,50000,15,2015,Gas,No,0,40000,No Promotion,0,1
1126,1,1,4501,35000,35,2020,Gas,Yes,0,50000,No Promotion,0,1
1126,1,2,4501,10000,0,2016,Electric,Yes,250,30000,Discounted,1,0
1126,1,3,4501,25000,20,2018,Gas,Yes,0,30000,No Promotion,0,1
1126,2,1,4502,10000,20,2015,Gas,No,0,40000,No Promotion,0,1
1126,2,2,4502,25000,20,2017,Gas,No,0,10000,No Promotion,0,1
1126,2,3,4502,50000,0,2018,Electric,No,200,10000,No Promotion,1,0
1126,3,1,4503,20000,0,2019,Electric,No,200,45000,No Promotion,1,0
1126,3,2,4503,20000,35,2017,Gas,Yes,0,45000,No Promotion,0,1
1126,3,3,4503,30000,35,2018,Gas,Yes,0,45000,No Promotion,0,1
1126,4,1,4504,35000,0,2018,Electric,No,250,20000,Discounted,1,0
1126,4,2,4504,10000,0,2017,Electric,Yes,100,50000,No Promotion,1,0
1126,4,3,4504,15000,35,2016,Gas,Yes,0,30000,No Promotion,0,1
1127,1,1,4505,30000,0,2016,Electric,No,250,25000,Free,1,0
1127,1,2,4505,15000,0,2018,Electric,No,200,15000,No Promotion,1,0
1127,1,3,4505,20000,0,2019,Electric,Yes,100,5000,Discounted,1,0
1127,2,1,4506,20000,15,2015,Gas,Yes,0,50000,No Promotion,0,1
1127,2,2,4506,15000,0,2015,Electric,Yes,250,20000,No Promotion,1,0
1127,2,3,4506,25000,0,2019,Electric,Yes,150,50000,No Promotion,1,0
1127,3,1,4507,15000,0,2017,Electric,No,150,30000,Discounted,1,0
1127,3,2,4507,35000,35,2015,Gas,No,0,25000,No Promotion,0,1
1127,3,3,4507,50000,15,2020,Gas,No,0,40000,No Promotion,0,1
1127,4,1,4508,25000,25,2016,Gas,Yes,0,5000,No Promotion,0,1
1127,4,2,4508,50000,0,2017,Electric,Yes,150,30000,No Promotion,1,0
1127,4,3,4508,20000,0,2016,Electric,Yes,200,40000,Discounted,1,0
1128,1,1,4509,40000,0,2017,Electric,Yes,200,40000,Discounted,1,0
1128,1,2,4509,20000,0,2020,Electric,Yes,100,15000,No Promotion,1,0
1128,1,3,4509,30000,0,2020,Electric,Yes,250,35000,Discounted,1,0
1128,2,1,4510,45000,0,2016,Electric,No,100,25000,Discounted,1,0
1128,2,2,4510,20000,0,2020,Electric,No,200,30000,Discounted,1,0
1128,2,3,4510,35000,20,2019,Gas,Yes,0,50000,No Promotion,0,1
1128,3,1,4511,40000,0,2015,Electric,Yes,100,50000,Free,1,0
1128,3,2,4511,10000,35,2020,Gas,No,0,30000,No Promotion,0,1
1128,3,3,4511,20000,0,2015,Electric,No,100,20000,No Promotion,1,0
1128,4,1,4512,15000,15,2020,Gas,Yes,0,15000,No Promotion,0,1
1128,4,2,4512,25000,0,2018,Electric,No,200,45000,Free,1,0
1128,4,3,4512,30000,0,2018,Electric,Yes,200,40000,Free,1,0
1129,1,1,4513,15000,0,2016,Electric,Yes,100,50000,Discounted,1,0
1129,1,2,4513,40000,15,2017,Gas,No,0,5000,No Promotion,0,1
1129,1,3,4513,50000,0,2018,Electric,No,200,15000,No Promotion,1,0
1129,2,1,4514,35000,35,2020,Gas,Yes,0,25000,No Promotion,0,1
1129,2,2,4514,30000,15,2016,Gas,Yes,0,25000,No Promotion,0,1
1129,2,3,4514,25000,0,2015,Electric,Yes,100,50000,No Promotion,1,0
1129,3,1,4515,40000,0,2015,Electric,Yes,100,15000,Free,1,0
1129,3,2,4515,50000,20,2019,Gas,No,0,5000,No Promotion,0,1
1129,3,3,4515,10000,25,2016,Gas,No,0,50000,No Promotion,0,1
1129,4,1,4516,20000,0,2020,Electric,Yes,250,40000,Discounted,1,0
1129,4,2,4516,15000,35,2016,Gas,Yes,0,10000,No Promotion,0,1
1129,4,3,4516,50000,20,2015,Gas,No,0,40000,No Promotion,0,1
1130,1,1,4517,15000,20,2015,Gas,No,0,30000,No Promotion,0,1
1130,1,2,4517,35000,0,2019,Electric,No,100,15000,No Promotion,1,0
1130,1,3,4517,20000,0,2016,Electric,Yes,100,30000,Discounted,1,0
1130,2,1,4518,30000,25,2018,Gas,Yes,0,10000,No Promotion,0,1
1130,2,2,4518,50000,20,2016,Gas,No,0,30000,No Promotion,0,1
1130,2,3,4518,20000,0,2020,Electric,Yes,200,45000,No Promotion,1,0
1130,3,1,4519,45000,0,2015,Electric,Yes,100,10000,Free,1,0
1130,3,2,4519,25000,20,2020,Gas,Yes,0,20000,No Promotion,0,1
1130,3,3,4519,30000,0,2017,Electric,Yes,250,5000,Discounted,1,0
1130,4,1,4520,10000,0,2018,Electric,Yes,250,30000,Free,1,0
1130,4,2,4520,50000,0,2017,Electric,No,150,50000,No Promotion,1,0
1130,4,3,4520,35000,0,2017,Electric,Yes,250,10000,Free,1,0
1131,1,1,4521,40000,35,2015,Gas,No,0,35000,No Promotion,0,1
1131,1,2,4521,30000,30,2016,Gas,Yes,0,25000,No Promotion,0,1
1131,1,3,4521,10000,0,2015,Electric,No,250,5000,No Promotion,1,0
1131,2,1,4522,20000,30,2016,Gas,Yes,0,40000,No Promotion,0,1
1131,2,2,4522,45000,20,2015,Gas,No,0,40000,No Promotion,0,1
1131,2,3,4522,40000,15,2020,Gas,Yes,0,5000,No Promotion,0,1
1131,3,1,4523,10000,20,2020,Gas,Yes,0,15000,No Promotion,0,1
1131,3,2,4523,30000,20,2015,Gas,No,0,40000,No Promotion,0,1
1131,3,3,4523,25000,0,2018,Electric,No,250,15000,Discounted,1,0
1131,4,1,4524,45000,0,2019,Electric,Yes,250,50000,Free,1,0
1131,4,2,4524,50000,25,2017,Gas,Yes,0,35000,No Promotion,0,1
1131,4,3,4524,20000,20,2015,Gas,Yes,0,25000,No Promotion,0,1
1132,1,1,4525,40000,0,2017,Electric,Yes,100,45000,No Promotion,1,0
1132,1,2,4525,15000,0,2020,Electric,Yes,100,5000,Free,1,0
1132,1,3,4525,35000,0,2019,Electric,No,250,50000,No Promotion,1,0
1132,2,1,4526,30000,0,2016,Electric,No,200,25000,No Promotion,1,0
1132,2,2,4526,50000,0,2019,Electric,No,200,35000,Free,1,0
1132,2,3,4526,25000,25,2019,Gas,No,0,35000,No Promotion,0,1
1132,3,1,4527,30000,0,2015,Electric,No,250,20000,Free,1,0
1132,3,2,4527,15000,0,2019,Electric,No,150,35000,No Promotion,1,0
1132,3,3,4527,25000,0,2017,Electric,No,200,30000,No Promotion,1,0
1132,4,1,4528,25000,20,2016,Gas,No,0,50000,No Promotion,0,1
1132,4,2,4528,45000,25,2020,Gas,Yes,0,20000,No Promotion,0,1
1132,4,3,4528,50000,15,2016,Gas,Yes,0,30000,No Promotion,0,1
1133,1,1,4529,15000,0,2019,Electric,No,200,40000,Free,1,0
1133,1,2,4529,50000,20,2015,Gas,Yes,0,10000,No Promotion,0,1
1133,1,3,4529,40000,15,2017,Gas,No,0,50000,No Promotion,0,1
1133,2,1,4530,45000,15,2019,Gas,Yes,0,35000,No Promotion,0,1
1133,2,2,4530,10000,20,2016,Gas,No,0,15000,No Promotion,0,1
1133,2,3,4530,30000,0,2018,Electric,No,150,10000,Discounted,1,0
1133,3,1,4531,50000,30,2017,Gas,Yes,0,25000,No Promotion,0,1
1133,3,2,4531,15000,35,2017,Gas,Yes,0,35000,No Promotion,0,1
1133,3,3,4531,30000,0,2018,Electric,Yes,250,30000,Discounted,1,0
1133,4,1,4532,45000,0,2016,Electric,Yes,250,5000,Free,1,0
1133,4,2,4532,35000,0,2016,Electric,No,200,5000,Free,1,0
1133,4,3,4532,15000,0,2016,Electric,No,200,40000,Free,1,0
1134,1,1,4533,35000,20,2016,Gas,Yes,0,10000,No Promotion,0,1
1134,1,2,4533,40000,0,2018,Electric,No,100,25000,Free,1,0
1134,1,3,4533,25000,0,2020,Electric,No,150,30000,No Promotion,1,0
1134,2,1,4534,15000,25,2015,Gas,Yes,0,5000,No Promotion,0,1
1134,2,2,4534,15000,25,2020,Gas,Yes,0,5000,No Promotion,0,1
1134,2,3,4534,20000,30,2016,Gas,Yes,0,15000,No Promotion,0,1
1134,3,1,4535,20000,35,2017,Gas,No,0,50000,No Promotion,0,1
1134,3,2,4535,50000,0,2019,Electric,No,100,25000,No Promotion,1,0
1134,3,3,4535,30000,25,2020,Gas,No,0,10000,No Promotion,0,1
1134,4,1,4536,45000,15,2019,Gas,Yes,0,30000,No Promotion,0,1
1134,4,2,4536,10000,35,2015,Gas,Yes,0,35000,No Promotion,0,1
1134,4,3,4536,15000,30,2016,Gas,No,0,50000,No Promotion,0,1
1135,1,1,4537,25000,0,2017,Electric,Yes,100,40000,Discounted,1,0
1135,1,2,4537,10000,0,2017,Electric,No,150,15000,Free,1,0
1135,1,3,4537,10000,25,2016,Gas,Yes,0,20000,No Promotion,0,1
1135,2,1,4538,30000,35,2015,Gas,No,0,35000,No Promotion,0,1
1135,2,2,4538,40000,0,2015,Electric,Yes,250,25000,Discounted,1,0
1135,2,3,4538,35000,0,2018,Electric,No,150,25000,No Promotion,1,0
1135,3,1,4539,50000,0,2015,Electric,No,100,25000,No Promotion,1,0
1135,3,2,4539,40000,0,2018,Electric,Yes,200,15000,Free,1,0
1135,3,3,4539,20000,0,2020,Electric,Yes,150,40000,Free,1,0
1135,4,1,4540,30000,30,2016,Gas,No,0,20000,No Promotion,0,1
1135,4,2,4540,20000,0,2019,Electric,No,150,25000,Discounted,1,0
1135,4,3,4540,50000,0,2015,Electric,No,250,25000,Discounted,1,0
1136,1,1,4541,50000,35,2017,Gas,No,0,5000,No Promotion,0,1
1136,1,2,4541,15000,35,2016,Gas,Yes,0,50000,No Promotion,0,1
1136,1,3,4541,15000,30,2018,Gas,No,0,35000,No Promotion,0,1
1136,2,1,4542,30000,0,2015,Electric,No,150,20000,Free,1,0
1136,2,2,4542,25000,0,2020,Electric,No,250,10000,No Promotion,1,0
1136,2,3,4542,45000,15,2017,Gas,Yes,0,5000,No Promotion,0,1
1136,3,1,4543,20000,0,2016,Electric,No,250,45000,Free,1,0
1136,3,2,4543,30000,15,2015,Gas,No,0,35000,No Promotion,0,1
1136,3,3,4543,40000,25,2018,Gas,No,0,40000,No Promotion,0,1
1136,4,1,4544,20000,25,2018,Gas,No,0,10000,No Promotion,0,1
1136,4,2,4544,45000,20,2016,Gas,Yes,0,30000,No Promotion,0,1
1136,4,3,4544,30000,25,2015,Gas,No,0,35000,No Promotion,0,1
1137,1,1,4545,25000,30,2019,Gas,No,0,40000,No Promotion,0,1
1137,1,2,4545,25000,20,2015,Gas,Yes,0,50000,No Promotion,0,1
1137,1,3,4545,35000,20,2016,Gas,No,0,20000,No Promotion,0,1
1137,2,1,4546,35000,15,2019,Gas,Yes,0,15000,No Promotion,0,1
1137,2,2,4546,10000,0,2018,Electric,Yes,250,30000,Discounted,1,0
1137,2,3,4546,15000,0,2018,Electric,Yes,250,40000,Discounted,1,0
1137,3,1,4547,35000,0,2016,Electric,No,250,15000,No Promotion,1,0
1137,3,2,4547,25000,0,2015,Electric,Yes,150,35000,Free,1,0
1137,3,3,4547,15000,25,2018,Gas,No,0,30000,No Promotion,0,1
1137,4,1,4548,35000,25,2015,Gas,Yes,0,40000,No Promotion,0,1
1137,4,2,4548,20000,20,2018,Gas,No,0,15000,No Promotion,0,1
1137,4,3,4548,30000,35,2016,Gas,Yes,0,40000,No Promotion,0,1
1138,1,1,4549,35000,20,2019,Gas,Yes,0,5000,No Promotion,0,1
1138,1,2,4549,50000,0,2019,Electric,No,200,40000,Free,1,0
1138,1,3,4549,45000,0,2019,Electric,Yes,200,35000,No Promotion,1,0
1138,2,1,4550,45000,25,2016,Gas,Yes,0,45000,No Promotion,0,1
1138,2,2,4550,15000,20,2016,Gas,No,0,40000,No Promotion,0,1
1138,2,3,4550,45000,0,2015,Electric,No,250,45000,Discounted,1,0
1138,3,1,4551,15000,0,2019,Electric,Yes,250,5000,No Promotion,1,0
1138,3,2,4551,15000,0,2018,Electric,Yes,100,45000,Discounted,1,0
1138,3,3,4551,40000,15,2016,Gas,Yes,0,15000,No Promotion,0,1
1138,4,1,4552,45000,30,2019,Gas,Yes,0,45000,No Promotion,0,1
1138,4,2,4552,15000,0,2019,Electric,No,100,40000,Discounted,1,0
1138,4,3,4552,40000,20,2018,Gas,No,0,5000,No Promotion,0,1
1139,1,1,4553,30000,35,2019,Gas,No,0,15000,No Promotion,0,1
1139,1,2,4553,45000,0,2019,Electric,Yes,250,20000,Discounted,1,0
1139,1,3,4553,30000,0,2017,Electric,No,200,20000,Free,1,0
1139,2,1,4554,50000,0,2019,Electric,Yes,150,50000,Free,1,0
1139,2,2,4554,25000,0,2019,Electric,No,100,35000,Discounted,1,0
1139,2,3,4554,35000,0,2020,Electric,No,250,25000,No Promotion,1,0
1139,3,1,4555,20000,25,2019,Gas,Yes,0,10000,No Promotion,0,1
1139,3,2,4555,30000,0,2015,Electric,Yes,150,45000,No Promotion,1,0
1139,3,3,4555,25000,20,2016,Gas,Yes,0,35000,No Promotion,0,1
1139,4,1,4556,30000,0,2017,Electric,No,200,45000,Free,1,0
1139,4,2,4556,35000,35,2016,Gas,Yes,0,10000,No Promotion,0,1
1139,4,3,4556,30000,15,2019,Gas,Yes,0,30000,No Promotion,0,1
1140,1,1,4557,50000,35,2019,Gas,Yes,0,25000,No Promotion,0,1
1140,1,2,4557,45000,35,2015,Gas,No,0,25000,No Promotion,0,1
1140,1,3,4557,30000,0,2016,Electric,Yes,200,15000,Discounted,1,0
1140,2,1,4558,50000,30,2017,Gas,Yes,0,30000,No Promotion,0,1
1140,2,2,4558,10000,0,2020,Electric,No,150,50000,Discounted,1,0
1140,2,3,4558,15000,0,2020,Electric,Yes,100,25000,No Promotion,1,0
1140,3,1,4559,10000,0,2019,Electric,Yes,150,35000,Discounted,1,0
1140,3,2,4559,30000,0,2018,Electric,Yes,100,30000,Free,1,0
1140,3,3,4559,50000,30,2016,Gas,Yes,0,40000,No Promotion,0,1
1140,4,1,4560,40000,35,2016,Gas,Yes,0,30000,No Promotion,0,1
1140,4,2,4560,50000,0,2020,Electric,Yes,200,40000,No Promotion,1,0
1140,4,3,4560,10000,30,2020,Gas,Yes,0,5000,No Promotion,0,1
1141,1,1,4561,10000,0,2018,Electric,Yes,100,10000,Free,1,0
1141,1,2,4561,35000,30,2015,Gas,No,0,35000,No Promotion,0,1
1141,1,3,4561,30000,0,2017,Electric,No,100,15000,Discounted,1,0
1141,2,1,4562,10000,0,2018,Electric,Yes,200,45000,Free,1,0
1141,2,2,4562,20000,35,2017,Gas,Yes,0,50000,No Promotion,0,1
1141,2,3,4562,25000,30,2016,Gas,No,0,50000,No Promotion,0,1
1141,3,1,4563,45000,0,2016,Electric,No,150,5000,No Promotion,1,0
1141,3,2,4563,45000,0,2016,Electric,Yes,200,25000,Free,1,0
1141,3,3,4563,10000,25,2018,Gas,No,0,25000,No Promotion,0,1
1141,4,1,4564,30000,0,2019,Electric,Yes,100,30000,Free,1,0
1141,4,2,4564,40000,15,2017,Gas,Yes,0,5000,No Promotion,0,1
1141,4,3,4564,40000,30,2017,Gas,No,0,45000,No Promotion,0,1
1142,1,1,4565,40000,0,2016,Electric,Yes,250,50000,Free,1,0
1142,1,2,4565,30000,20,2016,Gas,No,0,45000,No Promotion,0,1
1142,1,3,4565,10000,0,2018,Electric,No,250,25000,Free,1,0
1142,2,1,4566,50000,20,2020,Gas,Yes,0,35000,No Promotion,0,1
1142,2,2,4566,50000,0,2020,Electric,No,100,25000,Free,1,0
1142,2,3,4566,45000,0,2019,Electric,No,100,25000,Discounted,1,0
1142,3,1,4567,40000,25,2015,Gas,Yes,0,45000,No Promotion,0,1
1142,3,2,4567,25000,30,2019,Gas,Yes,0,45000,No Promotion,0,1
1142,3,3,4567,35000,0,2018,Electric,Yes,150,5000,Discounted,1,0
1142,4,1,4568,20000,30,2020,Gas,Yes,0,35000,No Promotion,0,1
1142,4,2,4568,20000,20,2018,Gas,Yes,0,35000,No Promotion,0,1
1142,4,3,4568,45000,0,2018,Electric,Yes,200,45000,No Promotion,1,0
1143,1,1,4569,25000,0,2016,Electric,No,200,45000,No Promotion,1,0
1143,1,2,4569,15000,25,2020,Gas,No,0,35000,No Promotion,0,1
1143,1,3,4569,40000,0,2018,Electric,Yes,200,45000,Discounted,1,0
1143,2,1,4570,20000,0,2019,Electric,No,100,40000,Free,1,0
1143,2,2,4570,35000,0,2017,Electric,No,100,25000,Discounted,1,0
1143,2,3,4570,15000,15,2015,Gas,No,0,25000,No Promotion,0,1
1143,3,1,4571,45000,35,2016,Gas,No,0,15000,No Promotion,0,1
1143,3,2,4571,25000,0,2019,Electric,Yes,100,50000,Free,1,0
1143,3,3,4571,45000,0,2019,Electric,Yes,100,25000,Discounted,1,0
1143,4,1,4572,50000,15,2016,Gas,Yes,0,20000,No Promotion,0,1
1143,4,2,4572,15000,25,2015,Gas,Yes,0,40000,No Promotion,0,1
1143,4,3,4572,15000,0,2018,Electric,No,200,5000,No Promotion,1,0
1144,1,1,4573,50000,0,2015,Electric,Yes,150,30000,Discounted,1,0
1144,1,2,4573,30000,20,2015,Gas,Yes,0,35000,No Promotion,0,1
1144,1,3,4573,20000,0,2018,Electric,No,100,30000,Free,1,0
1144,2,1,4574,20000,0,2016,Electric,No,200,25000,Discounted,1,0
1144,2,2,4574,50000,30,2018,Gas,No,0,45000,No Promotion,0,1
1144,2,3,4574,15000,20,2015,Gas,Yes,0,15000,No Promotion,0,1
1144,3,1,4575,30000,0,2019,Electric,No,200,40000,No Promotion,1,0
1144,3,2,4575,40000,0,2020,Electric,No,100,20000,Discounted,1,0
1144,3,3,4575,30000,0,2017,Electric,Yes,250,15000,Free,1,0
1144,4,1,4576,15000,35,2018,Gas,No,0,45000,No Promotion,0,1
1144,4,2,4576,25000,0,2017,Electric,Yes,250,10000,No Promotion,1,0
1144,4,3,4576,50000,25,2017,Gas,Yes,0,10000,No Promotion,0,1
1145,1,1,4577,50000,25,2015,Gas,Yes,0,40000,No Promotion,0,1
1145,1,2,4577,50000,25,2016,Gas,Yes,0,45000,No Promotion,0,1
1145,1,3,4577,15000,0,2017,Electric,Yes,150,30000,Free,1,0
1145,2,1,4578,40000,0,2016,Electric,Yes,250,20000,No Promotion,1,0
1145,2,2,4578,15000,0,2015,Electric,No,150,25000,No Promotion,1,0
1145,2,3,4578,10000,0,2019,Electric,No,250,30000,Discounted,1,0
1145,3,1,4579,50000,35,2017,Gas,Yes,0,10000,No Promotion,0,1
1145,3,2,4579,30000,0,2016,Electric,No,250,5000,No Promotion,1,0
1145,3,3,4579,10000,15,2016,Gas,Yes,0,40000,No Promotion,0,1
1145,4,1,4580,10000,30,2016,Gas,No,0,40000,No Promotion,0,1
1145,4,2,4580,20000,0,2015,Electric,No,100,45000,Discounted,1,0
1145,4,3,4580,30000,0,2016,Electric,Yes,150,20000,Free,1,0
1146,1,1,4581,45000,35,2015,Gas,No,0,20000,No Promotion,0,1
1146,1,2,4581,20000,0,2017,Electric,Yes,100,10000,No Promotion,1,0
1146,1,3,4581,20000,30,2017,Gas,No,0,10000,No Promotion,0,1
1146,2,1,4582,40000,35,2019,Gas,No,0,40000,No Promotion,0,1
1146,2,2,4582,50000,0,2018,Electric,Yes,150,50000,Discounted,1,0
1146,2,3,4582,30000,0,2016,Electric,Yes,200,40000,Discounted,1,0
1146,3,1,4583,40000,0,2016,Electric,Yes,100,40000,No Promotion,1,0
1146,3,2,4583,15000,15,2019,Gas,Yes,0,20000,No Promotion,0,1
1146,3,3,4583,45000,0,2016,Electric,Yes,250,5000,No Promotion,1,0
1146,4,1,4584,30000,0,2020,Electric,Yes,250,45000,Free,1,0
1146,4,2,4584,15000,15,2015,Gas,No,0,45000,No Promotion,0,1
1146,4,3,4584,40000,0,2018,Electric,No,250,10000,Free,1,0
1147,1,1,4585,15000,25,2018,Gas,No,0,35000,No Promotion,0,1
1147,1,2,4585,30000,30,2016,Gas,Yes,0,25000,No Promotion,0,1
1147,1,3,4585,15000,20,2019,Gas,Yes,0,30000,No Promotion,0,1
1147,2,1,4586,20000,0,2016,Electric,No,250,5000,Free,1,0
1147,2,2,4586,15000,0,2016,Electric,No,250,20000,Free,1,0
1147,2,3,4586,35000,20,2016,Gas,No,0,5000,No Promotion,0,1
1147,3,1,4587,50000,0,2019,Electric,No,250,30000,Free,1,0
1147,3,2,4587,45000,30,2019,Gas,Yes,0,35000,No Promotion,0,1
1147,3,3,4587,35000,25,2018,Gas,No,0,10000,No Promotion,0,1
1147,4,1,4588,25000,15,2015,Gas,Yes,0,35000,No Promotion,0,1
1147,4,2,4588,35000,15,2019,Gas,Yes,0,40000,No Promotion,0,1
1147,4,3,4588,45000,0,2019,Electric,Yes,100,20000,Discounted,1,0
1148,1,1,4589,30000,35,2015,Gas,Yes,0,20000,No Promotion,0,1
1148,1,2,4589,45000,0,2017,Electric,Yes,100,30000,Discounted,1,0
1148,1,3,4589,25000,15,2019,Gas,Yes,0,20000,No Promotion,0,1
1148,2,1,4590,25000,0,2019,Electric,Yes,250,5000,Discounted,1,0
1148,2,2,4590,50000,0,2015,Electric,No,150,20000,No Promotion,1,0
1148,2,3,4590,15000,0,2019,Electric,Yes,150,45000,No Promotion,1,0
1148,3,1,4591,10000,0,2020,Electric,No,100,45000,Free,1,0
1148,3,2,4591,45000,35,2016,Gas,Yes,0,40000,No Promotion,0,1
1148,3,3,4591,35000,0,2016,Electric,Yes,150,40000,No Promotion,1,0
1148,4,1,4592,15000,35,2018,Gas,Yes,0,50000,No Promotion,0,1
1148,4,2,4592,35000,20,2015,Gas,Yes,0,50000,No Promotion,0,1
1148,4,3,4592,10000,35,2018,Gas,Yes,0,40000,No Promotion,0,1
1149,1,1,4593,30000,0,2019,Electric,Yes,250,45000,No Promotion,1,0
1149,1,2,4593,15000,0,2015,Electric,No,100,5000,No Promotion,1,0
1149,1,3,4593,10000,20,2015,Gas,No,0,20000,No Promotion,0,1
1149,2,1,4594,50000,0,2016,Electric,Yes,200,5000,No Promotion,1,0
1149,2,2,4594,35000,0,2017,Electric,No,100,35000,No Promotion,1,0
1149,2,3,4594,40000,25,2016,Gas,Yes,0,35000,No Promotion,0,1
1149,3,1,4595,20000,0,2015,Electric,Yes,250,45000,Discounted,1,0
1149,3,2,4595,35000,35,2020,Gas,Yes,0,45000,No Promotion,0,1
1149,3,3,4595,40000,0,2018,Electric,No,150,30000,Discounted,1,0
1149,4,1,4596,20000,30,2020,Gas,No,0,10000,No Promotion,0,1
1149,4,2,4596,35000,30,2020,Gas,No,0,10000,No Promotion,0,1
1149,4,3,4596,40000,25,2018,Gas,No,0,25000,No Promotion,0,1
1150,1,1,4597,20000,0,2017,Electric,Yes,200,45000,Free,1,0
1150,1,2,4597,15000,0,2015,Electric,Yes,250,10000,Discounted,1,0
1150,1,3,4597,30000,30,2018,Gas,No,0,45000,No Promotion,0,1
1150,2,1,4598,35000,35,2016,Gas,Yes,0,40000,No Promotion,0,1
1150,2,2,4598,10000,25,2016,Gas,No,0,20000,No Promotion,0,1
1150,2,3,4598,35000,0,2017,Electric,Yes,100,45000,No Promotion,1,0
1150,3,1,4599,25000,25,2019,Gas,No,0,15000,No Promotion,0,1
1150,3,2,4599,25000,35,2019,Gas,No,0,10000,No Promotion,0,1
1150,3,3,4599,50000,0,2018,Electric,Yes,100,15000,No Promotion,1,0
1150,4,1,4600,25000,25,2015,Gas,No,0,35000,No Promotion,0,1
1150,4,2,4600,30000,0,2017,Electric,No,250,40000,Free,1,0
1150,4,3,4600,25000,15,2018,Gas,Yes,0,30000,No Promotion,0,1
1151,1,1,4601,45000,35,2018,Gas,No,0,35000,No Promotion,0,1
1151,1,2,4601,25000,30,2018,Gas,Yes,0,10000,No Promotion,0,1
1151,1,3,4601,20000,0,2016,Electric,No,150,30000,Discounted,1,0
1151,2,1,4602,40000,30,2019,Gas,Yes,0,35000,No Promotion,0,1
1151,2,2,4602,10000,30,2018,Gas,Yes,0,45000,No Promotion,0,1
1151,2,3,4602,10000,0,2020,Electric,Yes,200,10000,Free,1,0
1151,3,1,4603,35000,35,2020,Gas,Yes,0,30000,No Promotion,0,1
1151,3,2,4603,25000,0,2016,Electric,No,200,35000,Discounted,1,0
1151,3,3,4603,20000,15,2019,Gas,Yes,0,5000,No Promotion,0,1
1151,4,1,4604,45000,35,2017,Gas,No,0,20000,No Promotion,0,1
1151,4,2,4604,35000,30,2015,Gas,No,0,45000,No Promotion,0,1
1151,4,3,4604,30000,20,2015,Gas,No,0,40000,No Promotion,0,1
1152,1,1,4605,20000,0,2016,Electric,Yes,150,50000,Free,1,0
1152,1,2,4605,15000,0,2017,Electric,No,100,20000,Discounted,1,0
1152,1,3,4605,35000,0,2019,Electric,No,100,30000,Free,1,0
1152,2,1,4606,25000,0,2015,Electric,Yes,100,30000,Free,1,0
1152,2,2,4606,45000,30,2016,Gas,Yes,0,15000,No Promotion,0,1
1152,2,3,4606,10000,20,2016,Gas,No,0,15000,No Promotion,0,1
1152,3,1,4607,45000,15,2017,Gas,No,0,50000,No Promotion,0,1
1152,3,2,4607,30000,0,2017,Electric,No,200,5000,Free,1,0
1152,3,3,4607,35000,20,2017,Gas,Yes,0,45000,No Promotion,0,1
1152,4,1,4608,40000,0,2020,Electric,Yes,100,20000,No Promotion,1,0
1152,4,2,4608,20000,0,2019,Electric,Yes,200,5000,Free,1,0
1152,4,3,4608,25000,25,2019,Gas,No,0,45000,No Promotion,0,1
1153,1,1,4609,30000,25,2019,Gas,Yes,0,50000,No Promotion,0,1
1153,1,2,4609,10000,15,2020,Gas,No,0,20000,No Promotion,0,1
1153,1,3,4609,25000,0,2016,Electric,Yes,150,50000,No Promotion,1,0
1153,2,1,4610,35000,15,2015,Gas,No,0,5000,No Promotion,0,1
1153,2,2,4610,10000,0,2018,Electric,Yes,150,15000,Discounted,1,0
1153,2,3,4610,15000,35,2016,Gas,No,0,45000,No Promotion,0,1
1153,3,1,4611,45000,30,2019,Gas,Yes,0,30000,No Promotion,0,1
1153,3,2,4611,30000,20,2018,Gas,No,0,45000,No Promotion,0,1
1153,3,3,4611,25000,0,2017,Electric,Yes,100,50000,Discounted,1,0
1153,4,1,4612,25000,0,2020,Electric,Yes,150,10000,No Promotion,1,0
1153,4,2,4612,15000,30,2018,Gas,Yes,0,20000,No Promotion,0,1
1153,4,3,4612,35000,0,2020,Electric,Yes,100,20000,No Promotion,1,0
1154,1,1,4613,35000,30,2015,Gas,Yes,0,40000,No Promotion,0,1
1154,1,2,4613,40000,30,2020,Gas,No,0,40000,No Promotion,0,1
1154,1,3,4613,45000,0,2015,Electric,Yes,200,30000,No Promotion,1,0
1154,2,1,4614,15000,35,2016,Gas,No,0,30000,No Promotion,0,1
